ID,User,Date,Tweet
1339719316493766657,JadeBleskey,2020-12-17 23:49:10,today years old 😳 https://t.co/TJhop3SW0J
1339719316489588738,wlwsanqchenq,2020-12-17 23:49:10,RT @fireh9lly: This TERFy shit is by far the stupidest discourse on this site right now. Like saying that all chiropodists are gross foot f…
1339719316477009920,nick5eva,2020-12-17 23:49:10,PLEASE
1339719316472799235,dilfhao,2020-12-17 23:49:10,@WooziKisser proud of u
1339719316468604928,RubyRogers7902,2020-12-17 23:49:10,RT @travsaus: rip geno fans https://t.co/WaYijyYg7d
1339719316468592640,TeresaAmorim98,2020-12-17 23:49:10,RT @syvinnah: I am so fucking in love with such places https://t.co/GPiFhTTbqA
1339719316468580352,purplesevenbts,2020-12-17 23:49:10,RT @hourlybangtan: bts stands for beauties that sing https://t.co/Qtk8K9X21o
1339719316464349186,FaceMcnerd,2020-12-17 23:49:10,"@Imthegrimreader tbh i wouldn't be surprised if it wasn't a bit ""unrandom"" in the sense that he had to avoid all cr… https://t.co/g15Ik4unUz"
1339719316460236803,SW33TCH3RRYY,2020-12-17 23:49:10,RT @cherriescupid: HOCK NATION I WANNA KISS EVERY ONE OF YOU ILYSM
1339719316460232705,CampbellsPlace,2020-12-17 23:49:10,"Welcome to our outdoor holiday seating.. festive, warm and socially distanced of course! @ Campbells Place https://t.co/ptNDrbclD2"
1339719316443377664,QuiroFx,2020-12-17 23:49:10,@ilybrok @NewAgeTNA Oh shit I thought this said joined my bad lmao
1339719316439232513,Doom_SSB,2020-12-17 23:49:10,@realUnterKatze @yamaroosu you too! :)
1339719316435054601,JeffreyPeel,2020-12-17 23:49:10,RT @taeping: @JoRogersUK Nicholas Fletcher MP today raised potentially devastating consequence of having Covid as cause of death if there i…
1339719316426563584,MarlonGoulding,2020-12-17 23:49:10,@alyandaj I’m so ready!
1339719316414095360,Asgardian__Lady,2020-12-17 23:49:10,"RT @EnzoKenzo10: I'm ready for a new chapter in my life.
So are you."
1339719316405506048,atngprla,2020-12-17 23:49:10,RT @MTVUK: some really lovely words from our Jesy Nelson on her decision to leave @LittleMix 💔✨ we love you !!! https://t.co/XG216e6iOl
1339719316401434625,GeologicRxn,2020-12-17 23:49:10,@CallMeMrWiggles @ibumichele I would sin with those meatballs.
1339719316397289472,ASUKAKlNNlE,2020-12-17 23:49:10,RT @Nintendeal: RT + follow @Nintendeal AND @iam8bit for your chance to win Untitled Goose Game Lovely Edition for Nintendo Switch! Tag a f…
1339719316388896769,Bad_Ash247,2020-12-17 23:49:10,On Sale $50 Shipped  #DDD https://t.co/KlKlLqdaKt
1339719316384739332,OMOCHRISMO,2020-12-17 23:49:10,RT @Flashyasf: You tryna Flex on me whole time I’m proud of you...we not the same
1339719316384706562,leftistpeach,2020-12-17 23:49:10,"@_internetraised @ellurrrrr Againnnn, can't book because I don't get paid til Jan. :("
1339719316380508161,Grants_spam01,2020-12-17 23:49:10,RT @xgabsterz: Naaaa LMFAOOOO 🤣 https://t.co/aOXFIiuDiW
1339719316376342531,shacknater,2020-12-17 23:49:10,RT @Dhemuth1: Quick sketch for @TheSMonroeShow who outed himself as a hobbit a couple days ago https://t.co/pD6jNOwKLr
1339719316376334336,smillr,2020-12-17 23:49:10,RT @annvandersteel: BREAKING: Alabama Senator-Elect Tommy Tuberville now stated that he will be challenging the election results in the Sen…
1339719316376313857,fuzzypeaches17,2020-12-17 23:49:10,i just found out that drista’s real name is sam and it fits her so much (dream’s longest jump video 1:15)
1339719316376313856,MatthewFThande,2020-12-17 23:49:10,RT @LoveLiana__: This girl needs to show this clip to her grandchildren https://t.co/fe5GUgtor4
1339719316376195073,PphoenixK,2020-12-17 23:49:10,Dafuq 😳🤬.... let me move my bangs &amp; read that shit again!!!😱🤬 https://t.co/iCN3PxiT1Y
1339719316376145920,AxeCapYa,2020-12-17 23:49:10,@Phonz @jack @TwitterSpaces Done.
1339719316372140033,bfrm317,2020-12-17 23:49:10,"RT @payrollgio: Moving different, Grinding different and Thinking different"
1339719316372119552,wholesomeradio,2020-12-17 23:49:10,Plan B - Master P - Make/Do Something. #wholesome #radio https://t.co/gplMv0n8Vu
